latitude	longitude	price	hoa	beds	baths	sqft	remodel	built	stories	type	address	parking	view	lastupdatedate
47616412.00	-122352296.00	661000.00	0.00	2.00	1.50	905.00	2001.00	2001.00	0.00	Condo	Waterfront Landings Apartment 806	Attached Garage, 1 space	City	04/21/17
47611464.00	-122342688.00	1318000.00	0.00	2.00	1.50	1523.00	1994.00	1994.00	0.00	Condo	2000 1st Avenue Apartment 2504	Attached Garage, 1 space	City	04/28/17
47613840.00	-122348888.00	440000.00	0.00	1.00	1.00	642.00	1998.00	1998.00	1.00	Single Family	2500 Western Avenue # 508	Attached Garage, 1 space	Territorial	04/26/17
47617224.00	-122353616.00	487000.00	0.00	1.00	1.00	595.00	2000.00	1999.00	1.00	Multi Family	2929 1st Avenue Apartment 1218	Attached Garage, 1 space	Territorial	03/31/17
47617240.00	-122341584.00	1800000.00	994.00	2.00	1.50	1523.00	0.00	2015.00	0.00	Condo	588 Bell Street UNIT 3206S	Attached Garage, 3 spaces	NULL	04/14/17
47613840.00	-122348888.00	673000.00	0.00	2.00	2.00	1048.00	1998.00	1998.00	1.00	Single Family	2500 Western Avenue # 603	Attached Garage, 1 space	Territorial	04/14/17
47772084.00	-122347576.00	435000.00	0.00	4.00	1.00	1290.00	0.00	1924.00	1.50	Single Family	925 North 198th Street	Attached Garage, Detached Garage, 1 space, 380 sqft garage	NULL	09/21/17
47744812.00	-122338120.00	610000.00	0.00	3.00	2.00	1640.00	0.00	1978.00	1.00	Single Family	1709 North 160th Street	Attached Garage, 380 sqft garage	NULL	09/22/17
47716252.00	-122352504.00	362000.00	0.00	2.00	1.00	880.00	0.00	1947.00	1.00	Single Family	12008 Dayton Avenue North	Attached Garage, Detached Garage, 2 spaces, 480 sqft garage	NULL	09/19/17
47703812.00	-122341008.00	696000.00	0.00	3.00	3.00	1850.00	0.00	1973.00	2.00	Townhouse	10317 Interlake Avenue North	Attached Garage, 2 spaces, 530 sqft garage	NULL	09/19/17
47772532.00	-122344304.00	199000.00	0.00	1.00	1.00	582.00	2005.00	1986.00	0.00	Condo	1138 North 198th St Seattle WA 98133 # B-305	Carport, 1 space	Water	09/25/17
47704120.00	-122347904.00	445000.00	0.00	2.00	1.00	770.00	1990.00	1929.00	1.00	Single Family	749 North 104th Street	On street, Detached Garage, 2 spaces, 510 sqft garage	NULL	09/22/17
47733392.00	-122342712.00	537500.00	0.00	4.00	3.00	2300.00	0.00	1968.00	2.00	Multiple Occupancy	14335 Stone Avenue North	Carport, 1 space	NULL	09/01/17
47744312.00	-122358064.00	603500.00	0.00	3.00	1.50	1500.00	0.00	1952.00	1.00	Single Family	15741 Palatine Avenue North	Attached Garage, 1 space, 300 sqft garage	NULL	08/25/17
47733972.00	-122342048.00	446000.00	0.00	3.00	1.50	1120.00	0.00	2003.00	3.00	Single Family	14356 Stone Avenue North	1 space	NULL	08/28/17
47739856.00	-122337544.00	590000.00	0.00	4.00	2.50	2260.00	0.00	1963.00	2.00	Single Family	15209 Wallingford Avenue North	Off street, 1 space	NULL	08/31/17
47613216.00	-122316416.00	480000.00	415.00	1.00	1.00	684.00	2007.00	2007.00	0.00	Condo	1408 12th Avenue UNIT 310	Attached Garage, 1 space	City, Mountain	04/28/17
47611288.00	-122289016.00	1037000.00	0.00	3.00	2.50	2017.00	0.00	2017.00	3.00	Single Family	930 34th Avenue	Off street, 1 space	City, Mountain, Territorial, Water	04/28/17
47612204.00	-122309792.00	340000.00	0.00	1.00	1.00	691.00	1987.00	1928.00	0.00	Condo	The Betsy Ross Apartment 203	No Data	Territorial	04/10/17
47618132.00	-122327536.00	400000.00	0.00	2.00	1.75	1205.00	1970.00	1963.00	0.00	Condo	1740 Melrose Avenue UNIT 201	None	Territorial	04/07/17
47618716.00	-122299576.00	375000.00	0.00	2.00	1.00	816.00	1985.00	1985.00	3.00	Multi Family	1836 25th Avenue Apartment 304	Attached Garage, 1 space	City	04/21/17
47607388.00	-122285912.00	1735000.00	0.00	4.00	3.00	2600.00	2017.00	1920.00	3.00	Single Family	610 37th Avenue	On street, Detached Garage, 1 space, 400 sqft garage	City, Mountain, Water	04/10/17
47606624.00	-122304656.00	750000.00	0.00	4.00	2.50	2200.00	2008.00	1900.00	2.00	Single Family	512 21st Avenue	On street, Detached Garage, 2 spaces, 480 sqft garage	Territorial	04/13/17
47602144.00	-122311176.00	704613.00	0.00	3.00	2.00	1410.00	0.00	1900.00	2.00	Single Family	112 16th Avenue	No Data	NULL	03/29/17
47603476.00	-122285168.00	1425000.00	0.00	3.00	1.50	3790.00	0.00	1989.00	3.00	Single Family	3809 East Alder Street	2 spaces	Water	02/28/17
47604040.00	-122291928.00	1031000.00	0.00	4.00	3.00	2969.00	2016.00	1924.00	2.00	Single Family	227 32nd Avenue	Attached Garage, 1 space, 200 sqft garage	Mountain, Water	02/28/17
47711184.00	-122329952.00	577000.00	0.00	3.00	2.50	2350.00	0.00	1995.00	2.00	Single Family	11310 Sunnyside Avenue North	No Data	NULL	08/30/17
47739316.00	-122355408.00	1135000.00	0.00	4.00	2.50	2800.00	0.00	0.00	0.00	Single Family	15212 Greenwood	No Data	NULL	08/23/17
47728516.00	-122354528.00	709000.00	0.00	2.00	3.00	1790.00	0.00	1939.00	1.00	Single Family	319 North 137th Street	Attached Garage, 2 spaces, 440 sqft garage	Water	08/18/17
47705760.00	-122342512.00	598500.00	0.00	3.00	3.00	1370.00	0.00	2009.00	3.00	Townhouse	1218 North Northgate Way	Off street, On street, Attached Garage, 1 space, 230 sqft garage	NULL	07/27/17
47750992.00	-122350528.00	524000.00	0.00	3.00	1.00	1140.00	0.00	1952.00	1.00	Single Family	16714 Fremont Avenue North	None	NULL	07/21/17
47757152.00	-122350216.00	570000.00	0.00	4.00	1.50	1800.00	0.00	1967.00	1.00	Single Family	17546 Fremont Avenue North	Carport, Attached Garage, Detached Garage, 3 spaces, 580 sqft garage	NULL	07/28/17
47716304.00	-122333064.00	660000.00	0.00	3.00	1.75	1440.00	0.00	1972.00	1.00	Single Family	2126 North 120th Street	Attached Garage, 2 spaces, 440 sqft garage	NULL	07/28/17
47732808.00	-122348560.00	250000.00	182.00	1.00	1.00	696.00	2008.00	1978.00	0.00	Condo	Echo Cove UNIT 107	Carport, Off street, On street, 1 space	Mountain, Park, Territorial	07/17/17
47759448.00	-122355616.00	715000.00	0.00	4.00	2.00	2160.00	0.00	1965.00	2.00	Single Family	409 North 180th Street	Attached Garage, 2 spaces, 620 sqft garage	Territorial	07/18/17
47722532.00	-122348648.00	515000.00	0.00	3.00	1.00	1450.00	0.00	1921.00	2.00	Single Family	814 North 128th Street	Carport, Off street, On street, Attached Garage, Detached Garage, 1 space, 280 sqft garage	NULL	07/15/17
47615988.00	-122351520.00	490000.00	0.00	1.00	1.00	721.00	0.00	2004.00	0.00	Condo	2721 1st Avenue	Off street, 1 space	NULL	04/04/17
47616412.00	-122352296.00	500000.00	342.00	1.00	1.00	608.00	2001.00	2001.00	0.00	Condo	Waterfront Landings Apartment 612	Attached Garage, 1 space	Territorial	04/07/17
47616412.00	-122352296.00	600000.00	0.00	2.00	1.50	1218.00	2001.00	2001.00	0.00	Condo	Waterfront Landings Apartment 211	Attached Garage, 1 space	Territorial	04/06/17
47616852.00	-122343600.00	1200000.00	0.00	2.00	2.00	1270.00	0.00	0.00	0.00	Condo	583 Battery Street #1406N	No Data	NULL	03/08/17
47615988.00	-122351520.00	575000.00	0.00	1.00	1.00	1000.00	2005.00	2001.00	1.00	Multi Family	2721 1st Avenue Apartment 905	Attached Garage, 1 space	City	03/14/17
47617828.00	-122355456.00	405000.00	392.00	1.00	1.00	570.00	1991.00	1991.00	0.00	Condo	3028 Western Avenue Apartment 305	Attached Garage, 1 space	Water	03/17/17
47615348.00	-122341304.00	346000.00	0.00	1.00	1.00	583.00	1995.00	1921.00	3.00	Single Family	2132 5th Avenue Seattle WA 98121	2 spaces	Territorial	02/16/17
47616092.00	-122349736.00	650000.00	798.00	2.00	2.00	1150.00	2014.00	1980.00	0.00	Condo	119 Cedar Street Apartment 1004	Attached Garage, 1 space	City, Mountain	02/13/17
47618132.00	-122348040.00	256000.00	0.00	1.00	1.00	493.00	1980.00	1911.00	0.00	Condo	2700 4th Avenue Apartment 303	No Data	Territorial	03/02/17
47615224.00	-122352192.00	345000.00	0.00	1.00	1.00	765.00	2001.00	2001.00	0.00	Condo	2717 Western Avenue Apartment 3004	Attached Garage, 1 space	Territorial	02/17/17
47618176.00	-122337536.00	1300000.00	0.00	2.00	2.50	2216.00	0.00	0.00	0.00	Condo	2121 Terry Avenue #1808	No Data	NULL	01/12/17
47617224.00	-122353616.00	625000.00	601.00	1.00	1.00	845.00	2015.00	2000.00	0.00	Condo	2929 1st Avenue Apartment 705	Attached Garage, 1 space	City, Territorial	01/27/17
47617240.00	-122341584.00	735000.00	0.00	1.00	1.00	792.00	0.00	2015.00	0.00	Condo	588 Bell Street UNIT 2404S	Attached Garage	NULL	01/13/17
47616596.00	-122342992.00	1300000.00	759.00	2.00	1.50	1270.00	0.00	2015.00	0.00	Condo	588 Bell Street UNIT 2606S	Attached Garage, 2 spaces	City, Mountain, Territorial, Water	01/19/17
47618100.00	-122339216.00	870000.00	0.00	2.00	1.50	1279.00	2009.00	2009.00	0.00	Condo	820 Blanchard Street UNIT 1207	Attached Garage	City	01/23/17
47616852.00	-122343600.00	946800.00	0.00	2.00	2.00	1006.00	0.00	0.00	0.00	Condo	583 Battery Street #3507N	No Data	NULL	12/20/16
47618100.00	-122339216.00	58000.00	554.00	1.00	1.00	769.00	2009.00	2009.00	0.00	Condo	820 Blanchard Street UNIT 503	Attached Garage, 1 space	City, Mountain, Park, Water	12/30/16
47614672.00	-122351256.00	425000.00	0.00	1.00	1.00	886.00	2002.00	2002.00	0.00	Condo	Vine Building Apartment 204	Attached Garage, 1 space	Territorial	12/27/16
47615048.00	-122352736.00	610000.00	726.00	2.00	2.00	989.00	2003.00	2003.00	0.00	Condo	2716 Elliott Avenue Apartment 300	Attached Garage, 1 space	Territorial	12/21/16
47616092.00	-122349736.00	306000.00	310.00	0.00	1.00	550.00	1990.00	1980.00	0.00	Condo	119 Cedar Street Apartment 601	No Data	City	12/30/16
47617640.00	-122336792.00	570500.00	654.00	1.00	1.00	755.00	0.00	2006.00	0.00	Condo	910 Lenora Street #S-405	No Data	NULL	06/05/17
47617912.00	-122337328.00	710000.00	0.00	1.00	1.00	821.00	2006.00	2006.00	18.00	Single Family	2200 Westlake Avenue # S1409	Attached Garage, 1 space	City	05/19/17
47610948.00	-122343472.00	612000.00	0.00	2.00	1.00	1300.00	1982.00	1982.00	21.00	Multi Family	2021 1st Avenue # ET	Attached Garage, 1 space	Territorial	05/24/17
47610892.00	-122343504.00	1045000.00	0.00	2.00	1.50	1420.00	0.00	1982.00	0.00	Condo	2021 1st Avenue Apartment B4	Attached Garage, 1 space	NULL	05/22/17
47611184.00	-122344160.00	599950.00	773.00	1.00	1.50	1100.00	1989.00	1989.00	0.00	Condo	2030 Western Avenue Apartment 415	Attached Garage, 1 space	Territorial	04/21/17
47612236.00	-122345192.00	738800.00	0.00	1.00	1.00	842.00	1989.00	1981.00	0.00	Condo	88 Lenora Street Apartment 1201	Attached Garage, 1 space	Water	04/28/17
47617220.00	-122337104.00	890000.00	1072.00	2.00	0.00	0.00	0.00	2006.00	0.00	Condo		Attached Garage, 1 space	City	05/02/17
47613544.00	-122347344.00	505000.00	298.00	1.00	1.00	857.00	2000.00	2000.00	0.00	Condo	2319 1st Avenue Apartment 204	Attached Garage, 1 space	City	04/21/17
47614992.00	-122347752.00	780000.00	0.00	2.00	2.00	1249.00	1995.00	1994.00	8.00	Single Family	2414 1st Avenue Apartment 716	Attached Garage, 1 space	Water	04/11/17
47615988.00	-122351520.00	485000.00	0.00	1.00	1.00	660.00	2005.00	2005.00	0.00	Condo	2721 1st Avenue Apartment 1106	Off street, Attached Garage, 1 space	City	03/23/17
47612076.00	-122342944.00	570000.00	0.00	1.00	1.00	608.00	2005.00	2005.00	0.00	Condo	Mosler Lofts Apartment 2105	Attached Garage, 1 space	City	03/30/17
47614696.00	-122350056.00	950000.00	0.00	1.00	1.00	1417.00	1990.00	1914.00	1.00	Single Family	81 Vine Street Apartment 400	Attached Garage, 1 space	Water	03/10/17
47617664.00	-122349200.00	1800000.00	902.00	2.00	2.00	1564.00	2008.00	2008.00	0.00	Condo	2720 3rd Avenue Penthouse 5	Attached Garage, 2 spaces	City, Mountain, Territorial, Water	03/20/17
47613544.00	-122347344.00	465000.00	0.00	1.00	1.00	770.00	2000.00	2000.00	0.00	Condo	2319 1st Avenue Apartment 501	Attached Garage, 1 space	Territorial	03/24/17
47615048.00	-122352736.00	292000.00	0.00	0.00	1.00	495.00	2003.00	2003.00	0.00	Condo	2716 Elliott Avenue Apartment 405	None, 1 space	Territorial	03/10/17
47618240.00	-122356160.00	457500.00	509.00	1.00	1.00	774.00	2008.00	2008.00	0.00	Condo	3104 Western Avenue UNIT 302	Attached Garage	Territorial	03/07/17
47614392.00	-122350016.00	345000.00	350.00	1.00	1.00	606.00	0.00	1998.00	0.00	Condo	2504 Western Avenue Apartment 223	No Data	NULL	03/07/17
47615512.00	-122351096.00	485000.00	0.00	1.00	1.00	778.00	2008.00	2008.00	0.00	Condo	76 Cedar Street UNIT 610	Attached Garage, 1 space	City	02/27/17
47616396.00	-122349024.00	345000.00	346.00	0.00	1.00	477.00	1999.00	1993.00	0.00	Condo	2600 2nd Avenue Apartment 311	Attached Garage	City, Territorial	02/28/17
47612076.00	-122342944.00	875000.00	1042.00	2.00	1.50	1132.00	2005.00	2005.00	0.00	Condo	Mosler Lofts Apartment 2004	Attached Garage, 2 spaces	City, Mountain, Territorial, Water	02/10/17
47612008.00	-122309792.00	229000.00	300.00	0.00	1.00	366.00	1982.00	1927.00	0.00	Condo	1114 17th Avenue Apartment D	On street	City	02/24/17
47610656.00	-122301864.00	825000.00	0.00	3.00	2.50	1680.00	1993.00	1883.00	2.00	Single Family	919 24th Avenue	On street	NULL	02/28/17
47611124.00	-122312536.00	970000.00	0.00	3.00	2.50	1970.00	0.00	0.00	0.00	Townhouse	926 15th Avenue	No Data	NULL	02/24/17
47618424.00	-122317816.00	380000.00	0.00	1.00	1.00	530.00	1987.00	1987.00	0.00	Condo	1828 11th Avenue Apartment 306	Attached Garage, 1 space	City	02/24/17
47602376.00	-122298592.00	266500.00	0.00	5.00	4.50	3270.00	2015.00	2014.00	2.00	Single Family	122 26th Avenue	Carport, Off street	City, Mountain, Territorial	01/31/17
47607788.00	-122290904.00	875000.00	0.00	3.00	1.50	2480.00	0.00	1906.00	2.00	Single Family	3211 East Cherry Street	Attached Garage, Detached Garage, 1 space, 230 sqft garage	NULL	02/08/17
47603968.00	-122298584.00	758000.00	0.00	4.00	2.00	1310.00	0.00	1924.00	2.00	Single Family	194 26th Avenue	Off street	NULL	01/31/17
47603648.00	-122314112.00	675000.00	0.00	3.00	2.00	1508.00	0.00	2016.00	0.00	Single Family	204 14th Avenue	No Data	NULL	01/26/17
47603352.00	-122292344.00	965000.00	0.00	7.00	3.50	2330.00	0.00	1901.00	2.00	Multi Family	200 31st Avenue	No Data	Mountain	01/26/17
47610780.00	-122299632.00	820000.00	0.00	3.00	0.00	1760.00	0.00	2013.00	2.00	Single Family	924 25th Avenue # B	Attached Garage, 1 space, 320 sqft garage	NULL	01/21/17
47754424.00	-122355368.00	642000.00	0.00	4.00	2.75	2340.00	0.00	1983.00	1.00	Single Family	17209 Greenwood Place North	Attached Garage, 2 spaces, 620 sqft garage	NULL	08/11/17
47703416.00	-122354728.00	590000.00	0.00	4.00	1.50	2000.00	0.00	1975.00	0.00	Single Family	313 North 103rd Street	Attached Garage, 2 spaces, 440 sqft garage	NULL	08/07/17
47709824.00	-122350544.00	560000.00	0.00	3.00	1.00	1330.00	0.00	1929.00	2.00	Single Family	11037 Fremont Avenue North	Attached Garage, 1 space, 220 sqft garage	NULL	08/11/17
47760616.00	-122337224.00	700000.00	0.00	4.00	0.00	0.00	0.00	1962.00	14.00	Single Family		Attached Garage, 2 spaces, 430 sqft garage	Territorial	08/11/17
47717296.00	-122357472.00	650000.00	0.00	3.00	1.50	2310.00	0.00	1936.00	1.00	Single Family	12045 Palatine Avenue North	Off street, Attached Garage, 1 space, 200 sqft garage	Mountain	07/28/17
47772200.00	-122356928.00	750000.00	0.00	4.00	2.50	2990.00	0.00	1965.00	1.00	Single Family	19623 Greenwood Place North	Attached Garage, 2 spaces, 570 sqft garage	NULL	07/31/17
47750728.00	-122337080.00	475000.00	0.00	3.00	1.50	1560.00	0.00	1952.00	1.00	Single Family	1804 North 167th Street	Attached Garage, 1 space, 290 sqft garage	NULL	07/28/17
47731952.00	-122329824.00	689000.00	0.00	4.00	2.50	2890.00	0.00	1964.00	0.00	Single Family	14050 Sunnyside Avenue North	2 spaces	NULL	07/29/17
47736152.00	-122341504.00	630000.00	0.00	3.00	1.50	1930.00	0.00	1961.00	1.00	Single Family	14807 Interlake Avenue North	Attached Garage, 1 space, 310 sqft garage	NULL	07/21/17
47710288.00	-122331712.00	262000.00	0.00	1.00	1.00	691.00	1991.00	1991.00	0.00	Condo	11223 Corliss Avenue North Apartment 303	Attached Garage, 1 space	Territorial	07/19/17
47748976.00	-122347728.00	335000.00	0.00	3.00	2.50	1328.00	1979.00	1979.00	2.00	Townhouse	16512 Linden Avenue North # B4	Carport, 1 space	Territorial	07/12/17
47713940.00	-122341616.00	320000.00	0.00	2.00	1.75	888.00	2000.00	2000.00	0.00	Condo	11560 Stone Avenue North Apartment 202	Attached Garage, 1 space	Territorial	07/13/17
47712524.00	-122334312.00	335000.00	0.00	4.00	1.50	1630.00	0.00	1939.00	1.00	Single Family	11505 Meridian Avenue North	Carport, 1 space	NULL	07/14/17
47746208.00	-122340392.00	530000.00	0.00	3.00	2.00	1610.00	0.00	1949.00	1.00	Single Family	16041 Ashworth Avenue North	1 space	Territorial	07/11/17
47718248.00	-122338400.00	451000.00	0.00	3.00	1.00	2120.00	0.00	1907.00	2.00	Single Family	12241 Densmore Avenue North	Detached Garage, 3 spaces, 760 sqft garage	NULL	07/05/17
47704792.00	-122353776.00	468000.00	0.00	2.00	1.50	890.00	0.00	2004.00	2.00	Single Family	335 North 105th Street Apartment A	Off street	NULL	06/30/17
47723508.00	-122352696.00	425000.00	0.00	2.00	1.50	1070.00	0.00	2008.00	3.00	Townhouse	472 North 130th Street	Attached Garage, 1 space, 270 sqft garage	NULL	07/03/17
47706108.00	-122352400.00	750000.00	0.00	4.00	2.50	1840.00	2006.00	2004.00	2.00	Single Family	10534 Dayton Avenue North	Attached Garage, 2 spaces, 420 sqft garage	NULL	06/30/17
47741588.00	-122339512.00	423000.00	0.00	2.00	1.00	1140.00	0.00	1947.00	1.00	Single Family	15502 Ashworth Avenue North	2 spaces	NULL	06/29/17
47725476.00	-122349240.00	445000.00	0.00	3.00	1.75	1235.00	0.00	1969.00	0.00	Condo	Bitter Lake Village Apartment 205B	Carport	Territorial	07/01/17
47750296.00	-122339232.00	1000000.00	0.00	5.00	2.50	3255.00	0.00	2017.00	2.00	Single Family	1615 North 167th Street	No Data	NULL	06/22/17
47702376.00	-122348328.00	780000.00	0.00	4.00	2.50	2390.00	2017.00	1918.00	2.00	Single Family	738 North 101st Street	Detached Garage, 1 space, 280 sqft garage	Territorial	06/27/17
47733908.00	-122338440.00	388000.00	0.00	2.00	1.00	760.00	0.00	1947.00	1.00	Single Family	14354 Densmore Avenue North	Attached Garage, 1 space, 180 sqft garage	NULL	06/23/17
47723044.00	-122349848.00	320000.00	0.00	2.00	2.00	895.00	1987.00	1987.00	0.00	Condo	Bitterlake Vista Apartment B401	Attached Garage, 1 space	Water	06/28/17
47735532.00	-122346096.00	752000.00	0.00	1.00	1.00	660.00	0.00	1939.00	1.00	Single Family	14550 Whitman Avenue North	Attached Garage, Detached Garage, 1 space, 180 sqft garage	NULL	06/20/17
47707684.00	-122345824.00	660000.00	0.00	3.00	2.50	1740.00	0.00	2008.00	2.00	Townhouse	10740 Whitman Avenue North	Attached Garage, 1 space, 340 sqft garage	NULL	06/23/17
47765548.00	-122354344.00	550000.00	0.00	3.00	1.00	1390.00	2011.00	1918.00	2.00	Single Family	320 North 188th Street	Attached Garage, Detached Garage, 1 space, 200 sqft garage	Territorial	06/15/17
47745540.00	-122342264.00	532000.00	0.00	3.00	1.50	1348.00	1992.00	1949.00	1.00	Single Family	1307 North 161st Street	1 space	NULL	06/16/17
47759388.00	-122338000.00	455000.00	0.00	3.00	0.00	0.00	1960.00	1924.00	1.00	Single Family		Attached Garage, Detached Garage, 2 spaces, 620 sqft garage	NULL	06/15/17
47733296.00	-122337312.00	464950.00	0.00	3.00	2.00	1690.00	0.00	1940.00	1.50	Single Family	14331 Wallingford Avenue North	Attached Garage, 1 space, 210 sqft garage	NULL	06/12/17
47775216.00	-122339512.00	594000.00	0.00	4.00	2.00	2000.00	0.00	1956.00	1.00	Single Family	1619 North 202nd Place	Attached Garage, 2 spaces, 500 sqft garage	NULL	07/21/17
47733700.00	-122341032.00	475500.00	0.00	2.00	1.00	894.00	2011.00	1950.00	1.00	Single Family	14346 Interlake Avenue North	Attached Garage, 1 space, 290 sqft garage	NULL	07/20/17
47723784.00	-122353736.00	174000.00	209.00	0.00	1.00	394.00	2002.00	1988.00	0.00	Condo	Veridian Cove UNIT 7101	Off street, 1 space	Territorial	07/14/17
47723392.00	-122335320.00	450000.00	0.00	2.00	1.00	770.00	0.00	1952.00	1.00	Single Family	1736 North 130th Street	Attached Garage, 1 space, 290 sqft garage	NULL	07/14/17
47729900.00	-122354376.00	514000.00	0.00	3.00	2.00	1350.00	0.00	1949.00	1.00	Single Family	324 North 138th Street	Carport, Off street, Detached Garage, 1 space, 200 sqft garage	Territorial	07/07/17
47736136.00	-122333120.00	567500.00	0.00	2.00	2.00	1570.00	1974.00	1949.00	1.00	Single Family	2127 North 148th Street	Carport, 1 space	NULL	07/14/17
47768912.00	-122334904.00	403950.00	0.00	3.00	1.00	1072.00	0.00	1954.00	1.00	Single Family	2103 North 193rd Street	Attached Garage, 2 spaces, 400 sqft garage	NULL	07/13/17
47773876.00	-122347512.00	240000.00	300.00	2.00	1.50	953.00	1978.00	1978.00	0.00	Condo	Richmond Firs Apartment 102	1 space	NULL	07/13/17
47773688.00	-122346960.00	219500.00	265.00	1.00	1.00	566.00	2006.00	1989.00	0.00	Condo	937 North 200th St Seattle WA 98133 UNIT A202	Carport, 1 space	Territorial	07/12/17
47754904.00	-122353320.00	449880.00	0.00	3.00	1.75	1270.00	0.00	1977.00	1.00	Single Family	17225 Dayton Avenue North	Attached Garage, 2 spaces, 460 sqft garage	NULL	06/30/17
47727272.00	-122334600.00	505000.00	0.00	3.00	1.00	1080.00	0.00	1949.00	1.00	Single Family	13513 Meridian Avenue North	Attached Garage, 1 space, 240 sqft garage	NULL	07/06/17
47729176.00	-122334744.00	925000.00	0.00	3.00	2.50	2346.00	0.00	2014.00	0.00	Single Family	13735 Wayne Place North	2 spaces	NULL	06/30/17
47725580.00	-122347904.00	445000.00	0.00	2.00	2.00	1235.00	1969.00	1969.00	0.00	Condo	13229 Linden Avenue North Apartment 205	Carport, 1 space	Water	06/30/17
47733964.00	-122352712.00	615000.00	0.00	3.00	2.00	1800.00	2016.00	1947.00	1.00	Single Family	14358 Dayton Avenue North	Off street, Attached Garage, 1 space, 290 sqft garage	NULL	06/23/17
47759364.00	-122331472.00	650000.00	0.00	4.00	1.75	2150.00	0.00	1958.00	1.00	Single Family	2315 North 180th Street	Attached Garage, 1 space, 250 sqft garage	Territorial	06/23/17
47705680.00	-122345592.00	433000.00	0.00	2.00	1.50	1137.00	0.00	2006.00	2.00	Single Family	10520 Whitman Avenue North UNIT D	Attached Garage, 1 space, 202 sqft garage	NULL	06/28/17
47715756.00	-122356192.00	450000.00	0.00	3.00	1.50	0.00	1980.00	1980.00	0.00	Condo		Attached Garage, 1 space	Territorial	06/28/17
47768856.00	-122331720.00	240000.00	0.00	4.00	1.00	1080.00	0.00	1954.00	1.50	Single Family	2315 North 193rd Street	Attached Garage, 2 spaces, 400 sqft garage	NULL	06/22/17
47774408.00	-122350184.00	560555.00	0.00	3.00	2.00	1961.00	0.00	1962.00	1.00	Single Family	726 North 200th Street	Attached Garage, 2 spaces, 490 sqft garage	NULL	06/19/17
47757132.00	-122342656.00	505000.00	0.00	3.00	1.50	1220.00	0.00	1957.00	1.00	Single Family	17538 Stone Avenue North	Attached Garage, 1 space, 260 sqft garage	NULL	06/21/17
47617664.00	-122349192.00	715000.00	0.00	1.00	2.00	1224.00	2008.00	2007.00	0.00	Condo	2720 3rd Avenue Apartment 413	Attached Garage, 1 space	Territorial	12/11/16
47612076.00	-122342944.00	699000.00	0.00	1.00	1.00	773.00	0.00	2005.00	0.00	Condo	Mosler Lofts Apartment 2101	Attached Garage	NULL	12/09/16
47613540.00	-122342208.00	555000.00	0.00	2.00	1.50	1323.00	1983.00	1973.00	0.00	Condo	2100 3rd Avenue Apartment 602	Attached Garage, 1 space	Territorial	12/01/16
47613840.00	-122348888.00	540000.00	0.00	2.00	1.00	994.00	1998.00	1998.00	1.00	Single Family	2500 Western Avenue # 715	Attached Garage, 1 space	City	12/12/16
47618248.00	-122356192.00	370000.00	0.00	0.00	1.00	506.00	2007.00	2006.00	1.00	Single Family	3104 Western Avenue UNIT 313	Attached Garage, 1 space	City	12/09/16
47614992.00	-122347752.00	415000.00	0.00	1.00	1.00	627.00	1995.00	1994.00	8.00	Single Family	2414 1st Avenue Apartment 519	Attached Garage, 1 space	Territorial	11/21/16
47616740.00	-122342424.00	1209000.00	0.00	2.00	2.00	1254.00	0.00	0.00	0.00	Condo	588 Bell Street #3702S	No Data	NULL	11/21/16
47617912.00	-122337328.00	388500.00	0.00	0.00	1.00	513.00	2006.00	2006.00	18.00	Single Family	2200 Westlake Avenue # W302	Attached Garage, 1 space	City	11/16/16
47715008.00	-122306216.00	520000.00	0.00	2.00	1.50	940.00	0.00	1944.00	1.00	Single Family	11737 22nd Avenue Northeast	Detached Garage	NULL	10/26/17
47730428.00	-122290616.00	200000.00	0.00	2.00	1.00	950.00	0.00	1930.00	1.00	Single Family	14008 35th Avenue Northeast	No Data	NULL	10/26/17
47719164.00	-122352000.00	610700.00	0.00	4.00	1.50	2720.00	0.00	1950.00	1.50	Single Family	12249 Evanston Avenue North	Attached Garage, 1 space, 220 sqft garage	NULL	06/23/17
47705208.00	-122340128.00	540000.00	0.00	3.00	2.50	1626.00	0.00	2007.00	3.00	Townhouse	1408 North Northgate Way UNIT B	Off street, 1 space, 170 sqft garage	City	06/15/17
47745536.00	-122350104.00	195000.00	0.00	1.00	1.00	571.00	0.00	1986.00	0.00	Condo	Forest Villa At Fremont Place Apartment A206	Attached Garage	Territorial	06/09/17
47772532.00	-122344304.00	200000.00	0.00	1.00	1.00	592.00	2005.00	1986.00	0.00	Condo	1138 North 198th St Seattle WA 98133 # B-106	Off street, 1 space	Water	06/09/17
47764376.00	-122349288.00	314990.00	0.00	2.00	2.50	1230.00	1985.00	1985.00	0.00	Condo	Saint Charles Place # 9	Attached Garage, 1 space	Territorial	02/15/17
47705276.00	-122345536.00	481500.00	0.00	3.00	1.50	1500.00	0.00	2007.00	3.00	Single Family	10506 Whitman Avenue North # A	Attached Garage, 1 space, 252 sqft garage	NULL	02/08/17
47758392.00	-122343336.00	530000.00	0.00	4.00	2.00	2120.00	0.00	1978.00	1.00	Multi Family	17817 Stone Avenue North	Attached Garage, 2 spaces, 550 sqft garage	NULL	02/10/17
47732460.00	-122343784.00	455000.00	0.00	2.00	2.00	1200.00	0.00	0.00	0.00	Condo	14302 Midvale	No Data	NULL	02/10/17
